	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:400	GO:400	RELA_GM12878_HG19	190/3819	437/12202	3.3729554901665e-08	3.4066850450681597e-06	2.37882124043321e-06	SRGN/IL23R/LMO2/SAMSN1/LRRFIP2/KLF6/PNRC1/PLAC8/RCBTB2/CASP10/NCF2/ASAP1/TIFA/ZC3H12C/FAM129A/GALC/MCFD2/ATF7IP/BCAT1/SIRPB2/CCNL1/BHLHE40/IL7/TPMT/MBOAT1/TLR7/LY96/WARS2/CWF19L2/BATF/ELK3/HIVEP2/STX11/ARHGAP31/HIVEP1/B2M/NFKB1/SPPL2A/GABPB1/USP49/SCARF1/DENND5A/CTSZ/IER5/NFKBIZ/MAP3K5/HMGXB4/GNL3/DNAJC18/IRF2/WDR11/IL23A/RCC1/ETV6/LRP6/FAS/BIRC3/IRAK3/IRF5/ITGAL/BTBD19/GATAD2B/RCSD1/NMI/NCF4/DENND4A/HGSNAT/IL6ST/PPFIBP2/EGR2/CSF1/CD69/CLEC7A/CPNE8/CTSS/RPRD2/TLR1/TMEM156/ACKR3/CFP/FCHSD2/NFAT5/ITGB8/DNAJB2/ICAM2/ATAD2B/RFX5/STAT5A/ATP6V0A1/DOCK10/DENND3/MLLT6/TNFAIP3/SLC3A2/PKM/NINJ1/SF3B3/HTRA2/NOD2/AP3M2/MMD/LAT2/SNX8/NFKBID/UVRAG/ZNF710/RNF213/ZBTB4/NEIL2/GP1BA/EHMT1/CLIC2/MKNK2/IL1RN/ICAM1/NUP210/IER3/NFIC/IGFLR1/MOB3A/GADD45B/JUNB	190
GO:182	GO:182	EGR1_MCF7_HG19	196/3819	478/12202	3.06960150997086e-06	0.000155014876253528	0.000108243842720025	NFE2L2/SLC39A9/ATP6V1C1/CSTF3/CEP19/PIGX/HSPA8/NUCB2/OSBPL8/LMBR1/SDCBP/AVPI1/EPAS1/AMZ2/PIK3R1/KHDC4/ANXA5/TPMT/UBL3/TMED10/UNC80/BABAM2/VPS13B/WDHD1/TMEM9B/PNKD/ITFG1/CNOT2/PRKCD/ING2/NEDD4/DHX35/DDX59/NEDD4L/CARS2/SMPD1/LAP3/NUP107/UXS1/BCKDK/AP2M1/ABCC5/TRIB1/SMYD5/ADAR/DENND4A/IL6ST/GPR107/OTUD7B/TIMP1/CERS6/DPY19L1/TWSG1/KLHL8/SLC36A1/GM2A/SFXN2/ARL3/ING4/LGMN/CLTC/PGD/MCEE/MPHOSPH10/GGNBP2/ARPC4/UBFD1/HSPB1/LRRC46/ATP1A1/TMEM50B/VASP/CTDNEP1/NAPA/DSTYK/PLBD2/RASAL1/AKAP11/SPATA2L/FMNL2/HNRNPLL/SPTAN1/PLEKHA4/TMEM131/RFX2/REV1/FAM3C/SPAG7/KIF13B/ENTR1/PMPCA/CLUH/FBXO31/IER3/SERPINB1/GADD45B	196
GO:163	GO:163	DDX18	128/3819	296/12202	8.053617686186749e-06	0.000271138462101621	0.000189330661394566	OXR1/XXYLT1/KLF6/USP34/CHST11/STK4/RCAN1/ANXA5/FNIP1/ATM/NUMB/BATF/PTPN22/B2M/GABPB1/DDX17/ABR/IER5/SCARB2/DDX27/HINT3/CYFIP2/ADIPOR2/ABCC5/B4GALT3/AUH/CLEC2B/INPP5B/SF3A3/NOTCH2/RMND5A/TAPT1/TSC22D3/PPCDC/NFAT5/ABCB6/EFHD2/TGFBR1/GALNT12/SLC2A8/INPP4A/BRD7/ADK/SF3A1/MARS/SF3B3/INTS6L/TSC22D4/STAM/PTPN18/DSTYK/SPATA2L/NACC2/STIL/MGAT4B/TEX264/EHMT1/DIPK1B/RPIA/CDT1/IER3/MOB3A/GADD45B	128
GO:405	GO:405	RELA_GM18526_HG19	199/3819	495/12202	1.17593220166291e-05	0.000296922880919884	0.000207335414503723	NFE2L2/SRGN/ZBTB1/SERBP1/LMO2/CEP19/PIGX/KLF6/PNRC1/TOR3A/HSPA8/NPC1/NCF2/ZC3H12C/FAM129A/PIK3R1/CCNL1/TIPARP/DRAM1/IL7/SEMA7A/STX11/ARHGAP31/HIVEP1/FBXW7/B2M/POLI/NFKB1/SPPL2A/USP49/TRAPPC3/CTSZ/IER5/NFKBIZ/MAP3K5/HMGXB4/DCP1A/IRF2/WDR11/STAT6/RCC1/LRP6/BIRC3/IRF5/PIGL/BTG2/SSSCA1/RELA/ANXA7/P4HA1/MCU/BTBD19/DENND4A/IL6ST/CD69/PTPRCAP/MCL1/NECAP2/GRN/SF3A3/DTL/NUFIP2/FCHSD2/HERPUD1/GPR108/TRIP10/RPAIN/NUP88/MAP4K1/EIF3K/PAF1/MED29/NFAT5/ITGB8/DNAJB2/EPC1/ICAM2/HIST1H1D/PTPN6/RPL7L1/CLTC/USP9X/ATAD2B/RFX5/STAT5A/FADS2/DOCK10/DPP9/MLLT6/HCFC1/TNFAIP3/SLC3A2/PKM/NINJ1/HTRA2/NABP1/NOD2/VASP/LAT2/ZCWPW1/NAPA/HCST/NFKBID/UVRAG/NUP62/ZBTB4/OGA/SRSF7/KLF10/EIF5B/TMEM88/EHMT1/SURF6/MKNK2/ICAM1/SH3TC1/TTLL12/CBFA2T3/PRDX5/FARSA/SLC1A5/IGFLR1/GADD45B/JUNB	199
GO:160	GO:160	CUL2	76/3819	163/12202	2.6856870537135998e-05	0.0005425087848501469	0.000378823226523813	RHOBTB3/SGPL1/NALCN/OXR1/GADD45A/CMC1/TOR3A/PCDHGC3/PTPN13/SLC37A2/MAPKAP1/ITPR1/FNIP1/USP35/PTPN22/CEP350/SMAD4/HINT3/GSDME/ABCC5/SMAD5/ARAP1/TSC22D3/PPCDC/EFHD2/GYG1/MARS/RUNDC1/TSC22D4/MINDY1/PTDSS2/B4GALT7/ZMYM3/MGAT4B/DPP7	76
GO:170	GO:170	E2F4_MELCELLLINE_MM9	147/3819	356/12202	3.411636326733e-05	0.0005742921150000559	0.00040101690156335297	CCNE2/MCM7/SLC39A9/NOP58/LARP7/RFC1/ORC1/DENND1A/ATM/ALDH6A1/WDR76/NSMCE1/WDHD1/TSR1/E2F2/ZMYM4/SLC43A3/CENPK/IPO9/SRSF4/CCNYL1/NEMP2/ENKD1/CEP152/ZFPL1/KIF2C/SLC9A5/DUSP1/PPP1CC/CDC25A/SUZ12/KMT5B/FIGNL1/CENPO/DTL/RASSF3/MBNL3/FCHSD2/MAP4K1/EIF3K/KBTBD8/NUP85/GTF3C5/NCAPD2/CSNK2B/GPANK1/BAG6/TOPBP1/PIM1/CNTRL/BRCA1/ZCWPW1/EZR/PDS5B/CCNF/NCAPD3/SRSF7/CNOT6/MSH2/REV1/SHMT1/KIF13B/PPP1R13L/CDT1/CORO2A/FAM173A	147
GO:390	GO:390	PAX5_GM12892_HG19	121/3819	288/12202	6.76505993042255e-05	0.000976101504246682	0.000681592504268137	NAA16/SLC30A7/IL15/LRRFIP2/KLF6/VPS13A/PHLDA1/TIFA/ATF7IP/FUT10/PDE8A/UQCRC1/CLEC16A/TRAPPC3/LAMP1/GRHL1/CEP350/CFAP53/DCP1A/DMTF1/BIRC3/LCK/CARS2/SMPD1/DOCK4/DIP2B/ATP6V0D1/SCAMP1/SMARCC1/UNC93B1/PLEKHO1/OTUD7B/RAB1A/RAB31/NFAT5/TENT4A/PXK/HPS3/EMC9/ANKS1A/MTMR10/DPP9/ATRN/POR/MRPS23/SLC25A25/VPS28/NIPA2/AMDHD2/CCDC25/GNB2/RHOF/ABLIM3/ABCA3/NUDT3/CDC25B/EIF5B/WARS/CHMP2A/METRNL/HS1BP3/MGAT4B/CLUH/HMGA1/JUNB	121
GO:32	GO:32	CEBPB_GM12878_HG19	137/3819	343/12202	0.00036334865017746497	0.00427945653824307	0.00298826042795504	CEP19/PIGX/GSTCD/NR3C1/NCF2/CCNL1/TIPARP/DRAM1/RUNX1/ZBTB11/BATF/PTPN22/METTL9/RUNX3/E2F2/IER5/CTSC/TMEM68/TGS1/NISCH/DCP1A/IRF2/CCDC77/BIRC3/ATF4/NUP107/PIGL/ITGAL/PRMT5/EHBP1L1/MAP3K11/GATAD2B/MCOLN1/NECAP2/TLR1/TMEM156/ACKR3/SF3A3/NUFIP2/NOTCH2/ERP29/NFX1/ZFP36/TSC1/EPC1/COTL1/SPNS1/MCEE/MPHOSPH10/DPP9/TNFAIP3/CCR1/SLC3A2/DDIT3/CLASP1/BRCA1/ZCWPW1/DEGS1/TXNIP/DSTYK/ZBTB4/EIF4A1/CD68/OGA/VPS72/CSTF1/PICALM/EHMT1/CLEC17A/ABT1/SURF6/NAGPA/NADK/ICAM1/MOB3A/GADD45B/JUNB	137
GO:288	GO:288	KEAP1	166/3819	426/12202	0.00038279497256222595	0.00427945653824307	0.00298826042795504	PALD1/SCPEP1/GADD45A/CMC1/USP25/KIF23/USP34/HEBP1/RGS9/STK4/CTSA/RCAN1/RUNX1/ITPR1/ST6GAL1/SPAG9/SEMA7A/NCKIPSD/FNIP1/PTPN22/GABPB1/ABR/MITF/CTSC/SCARB2/SUPT3H/CLCN5/ANLN/CLCN6/TXLNA/INO80/OSTF1/CTSH/KIF2C/S100A13/SUZ12/RAD9A/NDUFS8/GGT7/THUMPD2/SRPK1/PAF1/TENT4A/METTL23/ABCB6/ING4/TPCN2/TGFBR1/SLC2A8/BRD7/ADK/SF3A1/MARS/PARN/BRCA1/GPAA1/CYFIP1/AP3M2/TSC22D4/GPC2/STAM/PDS5B/DSTYK/DDX54/SPATA2L/HSF2BP/CTSB/MINDY1/TSPYL2/PTDSS2/ACOT7/ABCG1/NACC2/PICALM/KIF13B/DPP7/SURF6/RPIA/IER3/CLCN7/SERPINB1/CTU2/ADAT3	166
GO:437	GO:437	SERGEF	157/3819	401/12202	0.000423708568142878	0.00427945653824307	0.00298826042795504	RHOBTB3/KIF1BP/SGPL1/PSAP/OXR1/USP25/PCDHGC3/PTPN13/SLC37A2/ARHGAP20/TRAF6/RGS9/APLP2/STK4/ITPR1/ANXA5/NCKIPSD/FNIP1/CUL5/ATM/NUMB/TMED10/RANBP9/TIGD4/ABR/IER5/CTSC/CTNND1/VCAN/RUNX2/ZZEF1/HINT3/MAP7/KLF7/DAZAP2/SOX13/CAMK4/ANXA7/ANKRD13D/NDUFV1/GGT7/INPP5B/SF3A3/PAK1/DPY19L1/BACE2/TSC22D3/UNC13B/TNIK/SPARC/ITPK1/TGFBR1/GYG1/ATAD2B/BACE1/BRD7/DPP9/TTPAL/SMAD3/MARS/AP3M2/PDS5B/PTPN18/DSTYK/TNS3/TPCN1/SPATA2L/HSF2BP/FMNL2/TSPYL2/GYS1/ENOX1/CHRNE/RIC8A/RPIA/IER3/SERPINB1/DAGLA/MOB3A/GADD45B	157
