"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:471"	"GO:471"	"STAT1_K562_HG19"	"51/1638"	"214/12202"	2.30226140466176e-05	0.00232528401870838	0.0022295584129356	"435/876/1458/2758/3347/5019/5892/6433/7205/7262/7264/8101/8205/8715/8931/8998/9366/9890/10180/10942/10998/11028/11763/11979/12250/13878/14476/14477/14764/15521/16009/16754/16802/17319/19410/20182/21041/21219/22497/22599/22868/24012/26219/26542/27609/27642/27888/28256/28511/30500/31764"	51
"GO:472"	"GO:472"	"STAT2_K562_HG19"	"37/1638"	"164/12202"	0.000887940314803418	0.0448409858975726	0.0429950047167971	"876/877/899/1458/4955/5019/6433/7205/7262/7264/8101/8205/8931/8998/9366/9890/10335/11018/12250/14764/14765/15974/16009/16836/17319/19964/20182/21041/22497/22599/22868/26088/26542/27302/27609/27642/28256"	37
"GO:285"	"GO:285"	"JUND_T47D_HG19"	"18/1638"	"64/12202"	0.00144735564715052	0.0487276401207341	0.0467216559781922	"1051/2659/3746/5306/6120/10664/10964/11226/11763/13814/17555/17671/19521/19547/21677/23547/25741/31609"	18
"GO:436"	"GO:436"	"RXRA_SKNSH_HG19"	"20/1638"	"78/12202"	0.00275499279352463	0.069563568036497	0.0666998255274385	"876/6188/8717/11825/12622/12625/13162/13939/14520/15521/15723/16534/18927/19413/20250/21041/25760/27913/28511/30692"	20
"GO:365"	"GO:365"	"NFIC_SKNSH_HG19"	"69/1638"	"395/12202"	0.0120325780944878	0.243058077508654	0.233052038882711	"35/402/731/876/2064/2084/2257/2540/2552/2652/2661/2694/2750/3854/3951/4071/5306/5751/6167/6188/6650/7252/7289/8717/10180/10332/10746/11028/11823/11891/12622/12908/13103/13432/13765/13939/13946/15080/16009/16534/17409/17521/17655/19389/19521/19713/20422/20825/21041/21499/22057/22500/23304/23480/24270/25597/25760/26141/26263/26715/27752/27913/28511/28642/28779/31315/32360/32383/32384"	69
"GO:42"	"GO:42"	"CEBPD_K562_HG19"	"70/1638"	"405/12202"	0.01450335642942	0.24413983322857	0.234089261667832	"471/775/797/876/953/1336/1356/1421/1682/2084/2146/3160/3254/3496/3989/4071/4723/5703/6704/7718/8068/8113/8218/8322/8719/9174/10069/10335/10487/10964/11095/11825/13035/13814/15305/15619/16539/16735/18170/18466/18912/19521/20371/23150/23304/23844/24232/24429/24683/24952/25146/25857/26088/26663/27642/27809/27888/28087/28171/28256/28367/28725/28779/29032/30092/30598/31353/32099/32187/33326"	70
"GO:271"	"GO:271"	"JUN_HELAS3_HG19"	"52/1638"	"292/12202"	0.0189839435123918	0.27391118496451	0.262635007990984	"362/435/876/1641/2694/3216/3496/3532/3951/4252/4933/5629/7384/8109/8717/8853/10047/10198/10964/11226/12622/12703/13162/13814/13939/15080/16668/17631/17655/18016/19277/19521/19548/19869/21499/21677/22053/22202/22821/23440/23480/23982/25871/26098/26650/26682/27642/27825/28511/30766/31165/31609"	52
"GO:378"	"GO:378"	"NR2F2_MCF7_HG19"	"66/1638"	"394/12202"	0.031811926515025	0.401625572252191	0.385091742023987	"27/780/1051/2572/2659/4926/5088/5306/5956/6046/6114/6285/6344/6774/6853/7384/7399/7752/8422/9174/10964/11226/11536/11825/11891/12703/13247/13950/14383/14619/14669/15453/16157/16527/17434/18885/18896/18927/19213/19277/19796/20250/20400/20401/21369/22232/22821/23480/23863/24291/24409/24862/25554/25871/26334/26542/26553/26663/27361/27362/29032/29342/29582/30598/31353/31521"	66
"GO:211"	"GO:211"	"FOSL1_C2C12_MM9"	"29/1638"	"156/12202"	0.0413601654501542	0.464152967829508	0.445045055136162	"2540/2551/2694/3951/4693/5306/8109/8376/9300/11491/11823/12703/13052/13162/13814/14188/15028/16392/16639/16668/17204/21612/23072/25760/26682/27486/28976/31401/31578"	29
"GO:196"	"GO:196"	"ESR1_ECC1_HG19"	"60/1638"	"365/12202"	0.0536521299667429	0.541886512664103	0.519578521783194	"402/669/956/957/1722/2694/3951/4196/4252/4609/5154/5956/6120/6122/6188/6707/7370/7525/8422/8673/10018/11327/11491/11825/13898/13939/16009/17409/18682/21461/22245/22809/23042/23096/23199/23804/23814/23928/24072/24820/25383/25881/25882/25934/25992/26263/26334/26335/27825/27913/28326/28820/29342/29582/29663/30244/31237/31251/31353/31457"	60
"GO:435"	"GO:435"	"RXRA_HEPG2_HG19"	"46/1638"	"274/12202"	0.0622407715748127	0.571483448096008	0.547957032046198	"44/876/2261/4751/6256/7119/7461/7752/7801/8218/9184/9976/10332/10964/11825/12290/12703/13840/16527/17853/18896/18968/19521/19547/20250/21241/21575/21630/21796/22250/22809/24072/24202/24252/24270/24766/25225/25554/27285/27312/27913/28430/28787/30951/31521/32305"	46
"GO:247"	"GO:247"	"GATA2_G1E_MM9"	"41/1638"	"244/12202"	0.0739606601428393	0.58516257485186	0.5610730264343	"753/1336/2072/3472/4196/4415/4749/5268/5367/7011/8109/8853/8993/9060/10058/10198/10664/13077/13103/15806/15916/19038/19699/20979/21041/21042/21575/23081/23348/23443/24232/25257/25551/26088/26682/28892/30500/31401/31578/32187/32519"	41
"GO:40"	"GO:40"	"CEBPB_MYOCYTE_MM9"	"63/1638"	"395/12202"	0.0798575126328059	0.58516257485186	0.5610730264343	"471/797/1356/1416/1458/1463/1722/2084/2290/2691/2913/3532/3803/4380/6853/7596/7718/8042/8109/8159/8490/9060/9075/9718/10016/11827/12162/12258/12859/13492/13561/13814/14131/14438/14985/15095/16639/16668/16700/16754/18682/20160/20494/21536/21606/23301/23489/24027/24386/24622/25138/25214/25881/26354/26510/27490/27642/28256/28370/28511/30605/31322/33326"	63
"GO:498"	"GO:498"	"TCF12_SKNSH_HG19"	"77/1638"	"492/12202"	0.0811116440388716	0.58516257485186	0.5610730264343	"731/797/876/895/1722/2264/2540/3391/3854/3951/3967/4052/4609/4693/4955/5112/5751/6188/6392/6973/7289/7596/8205/8501/8717/9954/9976/10249/11226/11823/12258/12622/12908/13162/13814/13939/14520/14764/15080/15624/16103/16534/16668/16735/17081/17293/17521/17655/17671/18099/18630/18740/19277/19413/19521/20940/21240/21499/22194/22346/22809/24140/24847/25062/25146/25760/26219/26441/26682/28511/28533/28642/30560/31315/32360/32383/32384"	77
"GO:34"	"GO:34"	"CEBPB_HCT116_HG19"	"31/1638"	"184/12202"	0.105471867540907	0.607355912074303	0.582352724448524	"471/775/797/876/1356/2656/3216/3532/4659/5306/6392/7384/7718/8068/11226/12772/12859/14170/16668/16700/17275/18466/18912/22349/23480/26553/26663/27642/27825/27913/32305"	31
"GO:266"	"GO:266"	"IRF3_HEPG2_HG19"	"76/1638"	"496/12202"	0.116389557402658	0.607355912074303	0.582352724448524	"669/1529/2555/3829/4609/4639/4695/4922/4926/5614/5703/6014/7083/7262/8109/8174/8203/8380/8513/10347/11119/11390/12032/12162/12233/12569/12907/13162/13221/13560/13945/13946/14385/14510/14522/15047/15132/15388/16170/16380/16667/16754/16828/17266/19628/19776/20941/20979/21282/21596/21677/21796/21952/22232/22558/22646/23997/24678/24820/24959/25452/25857/26258/26334/26335/26337/27536/28696/29002/29801/29908/30584/30904/31609/32382/32519"	76
"GO:251"	"GO:251"	"GATA3_A549_HG19"	"32/1638"	"193/12202"	0.118681199795622	0.607355912074303	0.582352724448524	"831/2187/2750/3472/3638/4609/6704/7752/8174/9741/10016/11221/11226/13263/13878/16439/16700/18951/19758/20979/21320/22057/22250/22667/23973/24820/24950/25121/26337/27586/30692/31382"	32
"GO:224"	"GO:224"	"FOXM1_ECC1_HG19"	"58/1638"	"372/12202"	0.122496068341385	0.607355912074303	0.582352724448524	"27/362/797/1722/3216/3951/4052/4695/4749/4922/5964/6014/6120/6122/6188/6624/6704/8068/8174/8218/8376/11309/11390/11469/11763/11891/12290/12569/12823/13939/15605/16256/16828/16954/17266/17493/17853/18597/18598/19410/20941/20979/21224/23955/23973/23997/25431/26233/26542/26666/27490/27697/29012/30244/30483/30769/30904/31013"	58
"GO:163"	"GO:163"	"DDX18"	"47/1638"	"296/12202"	0.122710768794323	0.607355912074303	0.582352724448524	"491/731/831/1531/2084/3156/3157/3279/3961/6214/6547/7083/7423/7614/8174/8719/9084/11336/11469/14170/14385/14513/14949/15047/15619/16439/16836/17060/17631/19060/19259/19466/21219/21282/21677/22324/24270/24379/25146/26338/26650/26710/28207/30605/30766/31336/33326"	47
"GO:325"	"GO:325"	"MEF2A_K562_HG19"	"28/1638"	"168/12202"	0.130933822773268	0.607355912074303	0.582352724448524	"831/1425/2113/3532/5690/8717/11018/11446/12290/13492/16380/16539/16735/18867/19259/19521/21320/22053/23480/23775/23844/23863/23950/24426/26542/26663/28642/28811"	28
"GO:244"	"GO:244"	"GATA1_MEGAKARYOCYTE_MM9"	"65/1638"	"425/12202"	0.140834071462389	0.607355912074303	0.582352724448524	"899/1336/1775/2487/2551/2791/3472/3803/4196/4744/5804/5836/7801/8042/8109/8853/9518/9722/10250/10575/11421/11549/12032/13221/13229/13840/14625/15117/16379/16700/16759/17594/17853/18016/18968/19300/19521/20941/20979/21041/21669/22053/22667/23026/23814/24027/24421/24959/25049/25452/26450/26682/27285/27302/27361/27362/27627/28370/28892/30500/31287/31353/31776/32383/32384"	65
"GO:160"	"GO:160"	"CUL2"	"27/1638"	"163/12202"	0.143215601199738	0.607355912074303	0.582352724448524	"645/831/2064/2257/2290/2484/2551/3156/3629/3961/5178/6547/7083/13988/14230/14949/16836/17631/19462/19466/21219/22666/24027/24953/25049/26807/30560"	27
"GO:510"	"GO:510"	"TEAD4_HEPG2_HG19"	"24/1638"	"143/12202"	0.144611319228558	0.607355912074303	0.582352724448524	"797/1722/3714/3803/5492/7119/7718/8203/9060/9174/9184/16530/16754/19547/19587/19656/21440/22057/22500/24072/24622/25214/27302/27536"	24
"GO:32"	"GO:32"	"CEBPB_GM12878_HG19"	"53/1638"	"343/12202"	0.150018180513862	0.607355912074303	0.582352724448524	"471/1752/1801/2263/2926/3989/4071/4933/5268/5690/5697/5924/6285/7011/7311/8042/8068/8113/9985/10335/10551/11920/12213/13229/13263/14325/14488/15117/15723/16439/16577/18170/18466/18885/19206/19521/19538/20092/21041/21320/22232/22250/22497/22821/24084/25137/25414/27361/27362/27490/27642/30101/33326"	53
"GO:380"	"GO:380"	"NR3C1_ECC1_HG19"	"23/1638"	"137/12202"	0.15033562180057	0.607355912074303	0.582352724448524	"471/1623/1722/3216/3951/5112/5915/6120/11309/11382/12703/13260/13840/13939/19547/21241/23804/25678/25882/25934/27913/28811/32217"	23
"GO:243"	"GO:243"	"GATA1_K562_HG19"	"66/1638"	"437/12202"	0.164011113825043	0.611181407681264	0.586020734827268	"36/58/362/953/1336/1356/1421/2146/2187/2652/3254/3340/4723/4726/4955/5348/5910/6256/6704/7254/7514/7596/7809/8109/8111/8993/9448/9795/9976/10058/10964/11937/12907/13266/13879/13945/14421/14488/15132/15867/18466/18968/19277/19462/19521/19915/20113/21293/22202/23096/23150/23301/24232/24952/25485/25754/27519/27627/28513/28980/31251/31680/32099/32217/32383/32384"	66
"GO:550"	"GO:550"	"ZBTB33_K562_HG19"	"70/1638"	"466/12202"	0.167625950154789	0.611181407681264	0.586020734827268	"374/402/3131/3156/3160/3525/3989/4199/4816/5629/5804/6256/10674/10964/11221/11843/13263/13616/13840/13898/13958/14170/14234/14518/14626/14753/15065/15132/15706/16439/16651/16680/16700/17415/17434/18951/19206/19547/19758/19776/20419/21320/22477/22516/22667/22810/23950/24598/24734/25647/25857/26122/26510/26661/26970/27361/27362/27482/27538/27809/27939/28100/28786/29416/29623/30101/30904/31382/31401/31410"	70
"GO:282"	"GO:282"	"JUND_MCF7_HG19"	"24/1638"	"146/12202"	0.169436429852232	0.611181407681264	0.586020734827268	"1995/2659/5306/8109/8717/11226/12703/13162/13263/13814/13939/15132/16392/16735/17671/19213/19547/20250/22497/23547/25741/27642/30692/31165"	24
"GO:460"	"GO:460"	"SREBF2_GM12878_HG19"	"38/1638"	"244/12202"	0.182785429546295	0.636597530488822	0.610390545127375	"142/667/2117/3746/4609/4955/5690/5697/6014/6983/7311/7399/8101/8113/9174/9807/11494/12129/13955/15117/15185/15723/19713/20528/21113/22250/22516/24409/25452/25781/26413/27302/29918/30556/30598/31336/32036/32382"	38
