	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:170	GO:170	E2F4_MELCELLLINE_MM9	150/3693	356/12202	9.81680644302816e-07	9.914974507458441e-05	7.0267667171149e-05	CCNE2/CDCA7/MCM7/SLC39A9/NOP58/RFC1/FOXN2/PRPF38A/DENND1A/ATM/ALDH6A1/NSMCE1/TSR1/SMYD4/E2F2/TMX1/SLC43A3/CENPK/IPO9/SHMT2/SRSF4/RPA2/CCNYL1/NEMP2/OIP5/ENKD1/CEP152/ZFPL1/KIF2C/SLC9A5/DUSP1/MXD3/CDC25A/KMT5B/FIGNL1/AFMID/CENPO/TOP2A/RASSF3/MBNL3/FCHSD2/ATAD2/MAP4K1/NUP85/HIST1H2BB/NCAPD2/SCAF8/CDC7/BAG6/TOPBP1/FANCD2/PIM1/CNTRL/BRCA1/ZCWPW1/HNRNPUL1/MMS22L/SRSF3/NCAPD3/SRSF7/CNOT6/MSH2/SHMT1/KIF13B/TRMT2A/RANBP1/NEIL3/CORO2A	150
GO:224	GO:224	FOXM1_ECC1_HG19	151/3693	372/12202	1.1074381830952999e-05	0.000559256282463125	0.00039634629710779	NFE2L2/KIF23/DUSP6/PTPN13/FOXN2/ATF7IP/SMC4/MYOF/CEP55/PBX3/ANXA1/BHLHE40/CENPC/ZDHHC20/SPATA5/MTMR6/WARS2/FOS/LHPP/DLGAP5/E2F2/WEE1/AK9/XRCC4/FMN1/ANLN/CTNNA1/CYTH3/PAN3/LRP6/CDC42EP4/MALT1/FAS/JARID2/SUN2/NCAPG/GRHL2/OIP5/NUMA1/TAGLN2/KIF2C/ANXA3/KCNE3/MXD3/GNAI3/CLCF1/CDK2AP2/AFMID/CENPO/KMT2E/CDCA8/TOP2A/TROAP/ATAD2/HJURP/CCNT1/MFGE8/ITGB8/UBALD2/NCAPD2/RFWD3/CDC20/USP24/PIM1/SF3B3/IFNAR1/HNRNPUL1/CKAP2L/LGALS1/MAMSTR/DBP/AKAP11/RNF4/MAFB/CDC25B/MAML1/NEIL3/IER3	151
GO:390	GO:390	PAX5_GM12892_HG19	116/3693	288/12202	0.000162607536245356	0.005132584759250479	0.0036374753895678296	VPS13A/PHLDA1/FOXN2/ATF7IP/GNA13/FUT10/CHD9/UQCRC1/LAMP1/GRHL1/CFAP53/BIRC3/LCK/CARS2/SMPD1/NCAPG/DOCK4/DIP2B/ATP6V0D1/SCAMP1/UNC93B1/PLEKHO1/OTUD7B/RAB1A/KMT2E/EIF2B1/RAB31/CENPJ/TENT4A/UBALD2/SCAF8/HPS3/RAF1/ANKS1A/MTMR10/PTPDC1/ATRN/USP24/POR/SLC25A25/VPS28/NIPA2/AMDHD2/GNB2/RHOF/SRSF3/CIB1/NUDT3/CDC25B/EIF5B/WARS/CHMP2A/METRNL/CLUH/ZNF692/HMGA1/JUNB	116
GO:362	GO:362	NFIC_ECC1_HG19	160/3693	418/12202	0.00022622146404290298	0.005132584759250479	0.0036374753895678296	VTI1B/SETD7/SLC25A24/ZNF148/UACA/IFI44L/IFI44/PHLDA1/CDON/PTGS2/FCHO2/TIPARP/PSMB7/CTSA/TMEM44/ARHGEF2/LRRC58/E2F2/STK11IP/BLOC1S6/LAMP1/TMEM14C/SEPT11/MINDY2/TGS1/MAP3K5/DDX59/YBX3/CREBL2/MALT1/ANKRD22/ADIPOR2/PRKAG2/KLF5/NUP107/IFRD1/SLC47A2/TEF/PLEKHA8/GATAD2B/MCOLN1/KCNE3/CRLF3/MPZL3/ST3GAL5/ATAD2/EFCAB14/NUDT9/ZFP36/NUP85/MFGE8/RNF149/JMJD6/ANXA6/PTPN6/UBR2/CLTC/CCT3/SELENBP1/CLK2/CASTOR1/IL1R2/CYFIP1/NIPA2/WDFY2/VASP/AP3M2/TSC22D4/RBM25/SAP30/CKAP2L/SLC31A2/MPP3/DSTYK/WDFY1/PTGFRN/RUFY1/PTDSS2/NACC2/SAP30BP/IL1RN/TRAPPC2L/SERPINB1/PNPLA2/CSRNP1/ADAT3/GADD45B/JUNB	160
GO:361	GO:361	NFE2_K562_HG19	79/3693	186/12202	0.000254088354418341	0.005132584759250479	0.0036374753895678296	NFE2L2/ATP6V1C1/ATG3/NUMBL/FAM118B/SLC38A7/CTSA/ZMYND8/SUMF1/KATNAL1/RAB35/LAMP1/ARFGEF2/ITFG1/IGF2R/ZNF507/DHX35/TPP1/IFRD1/STX4/SHTN1/FOSL1/ATP6V0D1/MCOLN1/CLCF1/RAD9A/G6PC3/RRAGC/FBXO30/GNS/ERP29/SLC36A1/RETREG2/CLTC/MORC2/ATP6V0A1/AMDHD2/SNX8/DVL2/PLD3/UVRAG/GAA/SYNRG/DYSF/MAFG/CAPN2/SMCR8/ENO1/NAGPA/TRAPPC2L/CLCN7/SLC1A5	79
GO:182	GO:182	EGR1_MCF7_HG19	179/3693	478/12202	0.00036436072827747797	0.0061334055926708705	0.00434675956541552	NFE2L2/SLC39A9/ATP6V1C1/CSTF3/CEP19/PIGX/UACA/NUCB2/ZNF786/AVPI1/SEC62/AMZ2/KHDC4/ANXA5/TPMT/SYDE2/UBL3/TMED10/UNC80/BABAM2/EMP2/USP37/PNKD/ITFG1/CNOT2/PRKCD/ING2/NEDD4/DHX35/DDX59/CARS2/SMPD1/NUP107/UXS1/AP2M1/IREB2/TRIB1/DRAP1/SMYD5/PPP3CB/ARRDC4/DENND4A/OTUD7B/DPAGT1/TIMP1/CERS6/DPY19L1/TWSG1/KLHL8/CCNT1/SLC36A1/GM2A/SFXN2/ARL3/LGMN/CLTC/PGD/MCEE/MPHOSPH10/ARPC4/UBFD1/LRRC46/CCNK/USP31/TMEM50B/VASP/HNRNPUL1/RBM25/CTDNEP1/DSTYK/PLBD2/AKAP11/TBC1D17/PNKP/MPDU1/FMNL2/HNRNPLL/SPTAN1/TMEM131/RFX2/PABPC1L/FAM3C/SPAG7/KIF13B/CLUH/FBXO31/IER3/CNOT3/LENG1/SERPINB1/GADD45B	179
GO:513	GO:513	TEAD4_SKNSH_HG19	112/3693	284/12202	0.000539074303518059	0.00777807209361772	0.00551233874274106	ADAMTS14/VCAM1/MCM7/FUT8/GADD45A/TTC21B/NRP1/KIF23/DUSP6/PLAC8/PTPN13/TEAD1/PHLDA1/EHBP1/ASAP1/ASPH/PXDN/AVPI1/BCAT1/JADE1/NEK6/SON/ZFAND5/BHLHE40/SLC38A2/CYBRD1/ID3/LMO7/HNMT/NCOA7/WWC2/LRP6/MALT1/PRMT5/TRIB1/TAGLN2/IL7R/S100A13/SPRED1/ARID5B/CCDC63/CLCF1/AFMID/KMT2E/RARA/REPS1/MAGI1/ATAD2/PLD1/SPARC/COTL1/CLTC/PLXDC1/GNG3/KDSR/VPS28/LGALS1/SRSF3/WDFY1/CAPN2/SPTAN1/KLF10/VIM/PICALM/MAML1/TSPAN4/SRRT/JUNB	112
GO:32	GO:32	CEBPB_GM12878_HG19	130/3693	343/12202	0.00130887501003651	0.015360624105023	0.0108861119243519	DPY19L4/CEP19/PIGX/GSTCD/NR3C1/NCF2/SEC62/CCNL1/TIPARP/ZBTB11/BATF/PTPN22/METTL9/E2F2/IER5/NCOA7/TGS1/NISCH/CCDC77/BIRC3/PLEKHM3/GFM2/NUP107/PIGL/PRMT5/USP3/RPF2/EHBP1L1/MAP3K11/DRAP1/ARHGAP30/GATAD2B/BCL2A1/MCOLN1/ATXN2/NECAP2/TLR1/TMEM156/NUFIP2/NOTCH2/ERP29/CLPB/EIF2B1/NFX1/ATAD2/ZFP36/UBALD2/HIST1H2BB/COTL1/DUSP22/MITD1/MCEE/MPHOSPH10/TNFAIP3/CCR1/SLC3A2/DDIT3/KSR1/CLASP1/BRCA1/ZCWPW1/DEGS1/DSTYK/MRPL44/ZBTB4/EIF4A1/OGA/ZBTB45/PICALM/EHMT1/LONP1/SURF6/NAGPA/NADK/CRLF2/GADD45B/JUNB	130
GO:226	GO:226	FOXM1_MCF7_HG19	46/3693	103/12202	0.0013687684846060099	0.015360624105023	0.0108861119243519	NFE2L2/KIF23/ATF7IP/ZDHHC20/KCNG3/BATF/SALL4/MXD3/SGK3/TROAP/HJURP/UBALD2/CDC20/PIM1/CKAP2L/CDC25B/C1QTNF6	46
GO:400	GO:400	RELA_GM12878_HG19	161/3693	437/12202	0.0015919644826422	0.015924924773705	0.0112860331903277	VCAM1/IL23R/PNRC1/PLAC8/RCBTB2/NCF2/BMP2K/ASAP1/ZC3H12C/FAM129A/GALC/ZFP36L2/ATP6V1E2/MCFD2/ATF7IP/BCAT1/SIRPB2/CCNL1/BHLHE40/IKBKE/APLF/IL7/TPMT/MBOAT1/LY96/WARS2/BATF/HIVEP2/SELL/FABP9/SPPL2A/DENND5A/CTSZ/IER5/NFKBIZ/MAP3K5/GNL3/DNAJC18/PAN2/ETV6/LRP6/FAS/BIRC3/IRAK3/IRF5/BTBD19/GRK3/GATAD2B/BCL2A1/NCF4/DENND4A/PPFIBP2/EGR2/CSF1/CD69/CLEC7A/CPNE8/CTSS/RPRD2/TLR1/TMEM156/KMT2E/FCHSD2/ITGB8/UBALD2/RUBCNL/DNAJB2/ICAM2/HIST1H2BB/IL27/LAPTM5/ATAD2B/RFX5/STAT5A/ATP6V0A1/DUSP22/DOCK10/DENND3/MITD1/MLLT6/PRRT3/TNFAIP3/SLC3A2/NINJ1/SF3B3/HTRA2/KSR1/NOD2/PHF20/AP3M2/LAT2/SNX8/FFAR2/UVRAG/RNF213/ZBTB4/MPDU1/IKBKB/NEIL2/NCOA1/EHMT1/CLIC2/MKNK2/IL1RN/IER3/NFIC/IGFLR1/GADD45B/JUNB	161
