"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:219"	"GO:219"	"FOXA1_ECC1_HG19"	"46/1344"	"290/12202"	0.0068833205840886	0.464064693470576	0.464064693470576	"3256/4933/5672/6657/6678/7391/7561/9966/10597/11028/11988/12980/13209/13773/13916/15753/16488/16745/17402/17648/18830/20640/21956/22367/22769/22824/24218/24236/24397/24658/24950/25287/25424/25506/25592/25704/26530/26600/27262/27637/27963/28974/29952/30831/30979/31626"	46
"GO:556"	"GO:556"	"ZEB1_HEPG2_HG19"	"23/1344"	"125/12202"	0.00918939987070448	0.464064693470576	0.464064693470576	"263/797/2489/6059/7498/8505/9301/11968/13431/14327/15105/15563/17670/18971/19216/20189/21117/21542/24955/25704/27585/30808/31293"	23
"GO:559"	"GO:559"	"ZKSCAN1_MELCELLLINE_MM9"	"23/1344"	"159/12202"	0.104630432134274	0.999932493535822	0.999932493535822	"870/1216/1253/10016/10357/11056/12284/12391/12469/12844/13229/17666/18857/19541/20434/20814/22026/26450/27162/27899/29340/29952/30324"	23
"GO:196"	"GO:196"	"ESR1_ECC1_HG19"	"48/1344"	"365/12202"	0.109517828487145	0.999932493535822	0.999932493535822	"1471/3766/4196/5956/6707/6918/7173/7737/8484/10329/11326/11443/11825/11968/12469/13038/14008/15977/16488/17195/17409/17543/18017/20745/21437/22281/22505/23804/23999/24168/24176/24662/24789/25383/26334/26668/27333/27443/27795/28446/28820/29348/29663/29697/29987/29992/30869/31457"	48
"GO:199"	"GO:199"	"ESRRA_HEPG2_HG19"	"12/1344"	"74/12202"	0.109629985514959	0.999932493535822	0.999932493535822	"873/6635/7173/7813/9693/15977/16631/19703/21035/23018/24270/28806"	12
"GO:514"	"GO:514"	"TEN1.CDK3"	"26/1344"	"188/12202"	0.131480368930223	0.999932493535822	0.999932493535822	"452/5947/6241/7391/8929/10311/10696/12387/14249/14896/15105/15371/16336/18186/18433/19597/20405/21023/22840/24468/24674/24789/25424/26334/28133/31092"	26
"GO:271"	"GO:271"	"JUN_HELAS3_HG19"	"38/1344"	"292/12202"	0.156191657899647	0.999932493535822	0.999932493535822	"1641/2489/4933/6050/6918/7120/7755/8109/10834/10983/11226/12391/12545/12584/12762/13277/15080/16767/18871/20413/22053/22202/22427/22502/23387/23970/24218/24768/24926/25251/25692/26668/27637/27742/27795/28908/30979/31668"	38
"GO:504"	"GO:504"	"TCF7L2_HEPG2_HG19"	"41/1344"	"320/12202"	0.17021848005841	0.999932493535822	0.999932493535822	"179/263/908/3378/4779/5208/5604/6635/7498/8140/8329/8634/9056/9715/10357/10505/11968/12579/13038/13573/14383/17666/18186/19785/21117/22381/22608/22866/23509/23539/23648/25554/26383/27637/27795/28756/30048/30120/30136/30834/30963"	41
"GO:212"	"GO:212"	"FOSL1_H1HESC_HG19"	"19/1344"	"137/12202"	0.17322559212668	0.999932493535822	0.999932493535822	"649/1757/7614/7759/8451/9548/11937/12287/12397/18433/18910/20446/23638/25251/25658/25714/26668/28159/30456"	19
"GO:380"	"GO:380"	"NR3C1_ECC1_HG19"	"19/1344"	"137/12202"	0.17322559212668	0.999932493535822	0.999932493535822	"61/2489/3766/7215/8988/13038/13840/14365/17543/23804/24134/24397/25932/27443/28578/29348/29871/29992/31293"	19
"GO:213"	"GO:213"	"FOSL1_HCT116_HG19"	"25/1344"	"187/12202"	0.177700957800431	0.999932493535822	0.999932493535822	"1641/4180/5604/7027/7120/7655/7755/11226/11968/12059/12762/12877/16488/16700/17543/20446/20487/20640/23970/24926/25251/25355/26668/28159/30963"	25
"GO:182"	"GO:182"	"EGR1_MCF7_HG19"	"59/1344"	"478/12202"	0.190388284680139	0.999932493535822	0.999932493535822	"27/514/742/4214/5878/6282/6855/7006/8089/8090/8352/10332/11293/12846/13259/13383/13421/13697/13730/14008/14198/14326/14383/14703/15833/17189/17648/17649/17651/17737/17896/18815/19867/20095/20497/21035/21353/21513/21551/21667/22367/23950/23983/23999/24270/24814/25454/26653/27349/27531/28023/28675/28908/29074/30136/30520/30860/30881/33326"	59
"GO:227"	"GO:227"	"FOXP2_PFSK1_HG19"	"15/1344"	"108/12202"	0.206479490913519	0.999932493535822	0.999932493535822	"1757/1832/4214/4572/8932/9469/20602/23003/24627/25287/26334/26600/26692/28578/30061"	15
"GO:550"	"GO:550"	"ZBTB33_K562_HG19"	"57/1344"	"466/12202"	0.215489862656723	0.999932493535822	0.999932493535822	"681/742/873/3156/3526/4394/4816/6282/7068/7069/7173/8131/8429/9351/9588/9732/9808/10315/11142/11218/11840/13100/13470/13786/13840/14200/14365/15065/15132/15668/15833/16588/16700/16773/17735/18951/20203/20225/20932/21319/21572/22281/22381/22427/22447/22478/22801/23475/23903/23950/25592/25777/26383/27482/29391/30136/31619"	57
"GO:34"	"GO:34"	"CEBPB_HCT116_HG19"	"24/1344"	"184/12202"	0.217772439116781	0.999932493535822	0.999932493535822	"797/2275/4180/5934/10740/10834/11226/12391/12584/12877/13132/13573/14896/16369/16488/16700/17147/18649/20413/20446/23970/24772/24778/24926"	24
"GO:197"	"GO:197"	"ESR1_T47D_HG19"	"32/1344"	"252/12202"	0.220077607080738	0.999932493535822	0.999932493535822	"61/4529/6709/7608/9006/10664/11226/12391/12469/12762/13697/14383/15668/15901/18017/18146/18352/19152/19443/19867/21437/22502/23208/23647/24270/24662/24783/26334/27369/27795/29903/29905"	32
"GO:216"	"GO:216"	"FOSL2_HEPG2_HG19"	"23/1344"	"177/12202"	0.229300511712938	0.999932493535822	0.999932493535822	"6635/8135/8429/9372/12545/12722/13840/19673/22447/22502/23003/23509/23574/25692/25932/27637/28421/29007/29115/29734/30120/30963/31668"	23
"GO:238"	"GO:238"	"GABPA_MELCELLLINE_MM9"	"11/1344"	"79/12202"	0.249711534702207	0.999932493535822	0.999932493535822	"5635/7006/7554/12980/14618/19303/20274/23986/29007/29606/30841"	11
"GO:365"	"GO:365"	"NFIC_SKNSH_HG19"	"48/1344"	"395/12202"	0.253450998110124	0.999932493535822	0.999932493535822	"2489/2608/2612/2725/3592/3933/6695/7813/8268/10214/10332/11028/11891/12584/12762/13612/14935/15080/15166/15716/16488/16746/17409/18146/18178/20188/20282/20287/20745/21221/21303/21438/22278/22502/23023/24218/24270/24778/24858/26567/27344/27899/28578/28642/29599/30324/30831/32360"	48
"GO:435"	"GO:435"	"RXRA_HEPG2_HG19"	"34/1344"	"274/12202"	0.25398371229815	0.999932493535822	0.999932493535822	"489/649/4180/4652/6635/6935/7219/7870/8429/9351/10332/11326/11825/11968/12579/13840/15977/16369/16527/21035/22126/22278/22447/22836/23509/23903/24202/24270/24778/25554/26120/26530/27637/28104"	34
"GO:16"	"GO:16"	"BACH2"	"38/1344"	"309/12202"	0.257466397055397	0.999932493535822	0.999932493535822	"452/1402/2612/5947/6027/6241/7215/8664/8929/10311/10696/12387/14131/14249/14896/15371/15833/17061/17252/17255/17825/18186/19216/19597/19661/20814/21023/22114/22840/23853/24674/24789/25424/26334/27353/27550/28133/31092"	38
"GO:244"	"GO:244"	"GATA1_MEGAKARYOCYTE_MM9"	"51/1344"	"425/12202"	0.276194576002411	0.999932493535822	0.999932493535822	"489/899/1041/3933/4196/5993/7006/7157/7381/8042/8109/8135/9114/9267/9350/9469/9722/11421/12032/12241/13092/13100/13229/13438/13513/13840/14625/16369/16528/16700/16773/17337/19718/20184/20320/21667/22053/22539/22801/23946/23951/25049/26450/27165/27627/28006/28782/28892/30334/30727/31619"	51
"GO:251"	"GO:251"	"GATA3_A549_HG19"	"24/1344"	"193/12202"	0.294353756534402	0.999932493535822	0.999932493535822	"6282/8429/9808/10016/11226/13697/13916/16700/18830/18910/18951/21319/22367/22381/22502/22769/22824/23475/24950/27262/27770/30692/30831/30979"	24
"GO:160"	"GO:160"	"CUL2"	"20/1344"	"163/12202"	0.338605013917582	0.999932493535822	0.999932493535822	"452/2025/2725/3156/5947/6841/11094/12744/15105/16141/19466/19597/20405/21023/22110/24397/25049/25424/28133/29110"	20
