	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:400	GO:400	RELA_GM12878_HG19	190/3819	437/12202	3.3729554901665e-08	3.4066850450681597e-06	2.37882124043321e-06		190
GO:182	GO:182	EGR1_MCF7_HG19	196/3819	478/12202	3.06960150997086e-06	0.000155014876253528	0.000108243842720025		196
GO:163	GO:163	DDX18	128/3819	296/12202	8.053617686186749e-06	0.000271138462101621	0.000189330661394566		128
GO:405	GO:405	RELA_GM18526_HG19	199/3819	495/12202	1.17593220166291e-05	0.000296922880919884	0.000207335414503723		199
GO:160	GO:160	CUL2	76/3819	163/12202	2.6856870537135998e-05	0.0005425087848501469	0.000378823226523813		76
GO:170	GO:170	E2F4_MELCELLLINE_MM9	147/3819	356/12202	3.411636326733e-05	0.0005742921150000559	0.00040101690156335297		147
GO:390	GO:390	PAX5_GM12892_HG19	121/3819	288/12202	6.76505993042255e-05	0.000976101504246682	0.000681592504268137		121
GO:32	GO:32	CEBPB_GM12878_HG19	137/3819	343/12202	0.00036334865017746497	0.00427945653824307	0.00298826042795504		137
GO:288	GO:288	KEAP1	166/3819	426/12202	0.00038279497256222595	0.00427945653824307	0.00298826042795504		166
GO:437	GO:437	SERGEF	157/3819	401/12202	0.000423708568142878	0.00427945653824307	0.00298826042795504		157
GO:362	GO:362	NFIC_ECC1_HG19	162/3819	418/12202	0.0005985126853128769	0.0054954346560545896	0.0038373540589438		162
GO:433	GO:433	RXRA_GM12878_HG19	77/3819	183/12202	0.0012597273369523599	0.0106027050860157	0.007403660664544559		77
GO:243	GO:243	GATA1_K562_HG19	166/3819	437/12202	0.00146486860915025	0.0113809022710904	0.007947060470693679		166
GO:44	GO:44	CNPPD1	113/3819	288/12202	0.0023391043343896803	0.0168749669838112	0.0117834579251209		113
GO:299	GO:299	MAFK_MELCELLLINE_MM9	164/3819	437/12202	0.00279359171506968	0.0188101842148025	0.0131347820989241		164
GO:17	GO:17	BATF_GM12878_HG19	128/3819	334/12202	0.0033884894225974897	0.0213898394801466	0.0149361046917126		128
GO:40	GO:40	CEBPB_MYOCYTE_MM9	148/3819	395/12202	0.00466598295530886	0.025985028919837998	0.0181448352019713		148
GO:216	GO:216	FOSL2_HEPG2_HG19	72/3819	177/12202	0.00492838723412223	0.025985028919837998	0.0181448352019713		72
GO:435	GO:435	RXRA_HEPG2_HG19	106/3819	274/12202	0.00519502887056262	0.025985028919837998	0.0181448352019713		106
GO:42	GO:42	CEBPD_K562_HG19	151/3819	405/12202	0.00530064424786482	0.025985028919837998	0.0181448352019713		151
GO:361	GO:361	NFE2_K562_HG19	75/3819	186/12202	0.00540282779521384	0.025985028919837998	0.0181448352019713		75
GO:26	GO:26	BRCA1	144/3819	386/12202	0.00621502180687964	0.028532600113402	0.0199237541177481		144
GO:378	GO:378	NR2F2_MCF7_HG19	146/3819	394/12202	0.0077267505410318	0.0330721090781567	0.0230936040462376		146
GO:464	GO:464	SRF_HCT116_HG19	100/3819	260/12202	0.00785871898886893	0.0330721090781567	0.0230936040462376		100
GO:16	GO:16	BACH2	116/3819	309/12202	0.0105559517395289	0.0426460450276967	0.0297788954336183		116
GO:34	GO:34	CEBPB_HCT116_HG19	71/3819	184/12202	0.0206251539354651	0.0780212266236273	0.0544806897736637		71
GO:459	GO:459	SREBF1_HEPG2_HG19	115/3819	313/12202	0.0216168448027012	0.0780212266236273	0.0544806897736637		115
GO:397	GO:397	PTPRE	153/3819	426/12202	0.021629646984768002	0.0780212266236273	0.0544806897736637		153
GO:326	GO:326	MEF2C_GM12878_HG19	35/3819	83/12202	0.0234117531968866	0.0800098037682408	0.0558692741268592		35
GO:514	GO:514	TEN1.CDK3	72/3819	188/12202	0.0237652882479923	0.0800098037682408	0.0558692741268592		72
GO:271	GO:271	JUN_HELAS3_HG19	106/3819	292/12202	0.036968012789672995	0.12044417070183801	0.0841037981972188		106
GO:513	GO:513	TEAD4_SKNSH_HG19	103/3819	284/12202	0.0402228655555217	0.126953419409615	0.0886490786914458		103
GO:436	GO:436	RXRA_SKNSH_HG19	32/3819	78/12202	0.0435109682731044	0.13144535555668901	0.0917857094559478		32
GO:228	GO:228	FOXP2_SKNMC_HG19	106/3819	294/12202	0.044248931573539006	0.13144535555668901	0.0917857094559478		106
GO:224	GO:224	FOXM1_ECC1_HG19	131/3819	372/12202	0.0561016221130183	0.15932795933994298	0.111255583905953		131
GO:212	GO:212	FOSL1_H1HESC_HG19	52/3819	137/12202	0.0567901637251282	0.15932795933994298	0.111255583905953		52
GO:471	GO:471	STAT1_K562_HG19	78/3819	214/12202	0.0601704075964816	0.16424895046607096	0.11469181533326499		78
GO:226	GO:226	FOXM1_MCF7_HG19	40/3819	103/12202	0.0624801480064872	0.166065656543558	0.115960385496805		40
GO:217	GO:217	FOSL2_MCF7_HG19	74/3819	206/12202	0.0868137392173027	0.22482532463968102	0.156991107356526		74
GO:261	GO:261	HSF1_HEPG2_HG19	52/3819	141/12202	0.0903956963552551	0.225109146093925	0.157189294302168		52
GO:199	GO:199	ESRRA_HEPG2_HG19	29/3819	74/12202	0.0913809404935735	0.225109146093925	0.157189294302168		29
GO:327	GO:327	MIR4664	46/3819	124/12202	0.0976367730546829	0.23479319234578502	0.16395147355047002		46
GO:498	GO:498	TCF12_SKNSH_HG19	166/3819	492/12202	0.126929897166082	0.298137665436612	0.20818367466652396		166
GO:247	GO:247	GATA2_G1E_MM9	84/3819	244/12202	0.15989533652409804	0.35412238378378397	0.24727670363224105		84
GO:211	GO:211	FOSL1_C2C12_MM9	55/3819	156/12202	0.161919984586669	0.35412238378378397	0.24727670363224105		55
GO:477	GO:477	STAT5A_K562_HG19	40/3819	111/12202	0.16371085109355601	0.35412238378378397	0.24727670363224105		40
GO:4	GO:4	ASF1A	93/3819	272/12202	0.164789624137008	0.35412238378378397	0.24727670363224105		93
GO:356	GO:356	MYOG_C2C12_MM9	66/3819	190/12202	0.17045406506555802	0.358663761908779	0.25044785875860504		66
GO:266	GO:266	IRF3_HEPG2_HG19	165/3819	496/12202	0.179701879779915	0.37040591546472296	0.258647173904497		165
GO:472	GO:472	STAT2_K562_HG19	57/3819	164/12202	0.189678527475571	0.374760324988018	0.261687772529413		57
GO:219	GO:219	FOXA1_ECC1_HG19	98/3819	290/12202	0.193467040959321	0.374760324988018	0.261687772529413		98
GO:496	GO:496	TCF12_MCF7_HG19	23/3819	62/12202	0.196408030022376	0.374760324988018	0.261687772529413		23
GO:325	GO:325	MEF2A_K562_HG19	58/3819	168/12202	0.20402039595179602	0.374760324988018	0.261687772529413		58
GO:274	GO:274	JUND_A549_HG19	135/3819	406/12202	0.20871408446739004	0.374760324988018	0.261687772529413		135
GO:27	GO:27	CACNG7	52/3819	150/12202	0.208877461550764	0.374760324988018	0.261687772529413		52
GO:260	GO:260	HNF4G_HEPG2_HG19	131/3819	394/12202	0.213041564971927	0.374760324988018	0.261687772529413		131
GO:218	GO:218	FOSL2_SKNSH_HG19	90/3819	267/12202	0.213371244846596	0.374760324988018	0.261687772529413		90
GO:507	GO:507	TEAD4_A549_HG19	87/3819	258/12202	0.21666515627916397	0.374760324988018	0.261687772529413		87
GO:227	GO:227	FOXP2_PFSK1_HG19	38/3819	108/12202	0.218919397765278	0.374760324988018	0.261687772529413		38
GO:365	GO:365	NFIC_SKNSH_HG19	131/3819	395/12202	0.22340114790272303	0.37605859896958294	0.26259433174530605		131
GO:429	GO:429	RFX5_IMR90_HG19	98/3819	293/12202	0.228872337712395	0.376170564659251	0.262672515186762		98
GO:1	GO:1	AFF1	102/3819	306/12202	0.23616962986629397	0.376170564659251	0.262672515186762		102
GO:278	GO:278	JUND_HCT116_HG19	57/3819	167/12202	0.23698483821653601	0.376170564659251	0.262672515186762		57
GO:293	GO:293	MAFK_GM12878_HG19	39/3819	112/12202	0.238365506318734	0.376170564659251	0.262672515186762		39
GO:434	GO:434	RXRA_H1HESC_HG19	25/3819	70/12202	0.24878896637328	0.381289639599993	0.266247064650334		25
GO:19	GO:19	BCL11A_H1HESC_HG19	24/3819	67/12202	0.24915956647128304	0.381289639599993	0.266247064650334		24
GO:420	GO:420	REST_NEURALCELL_HG19	163/3819	499/12202	0.265454133149541	0.3979275299082321	0.27786497659042797		163
GO:340	GO:340	MYB_MELCELLLINE_MM9	144/3819	440/12202	0.270974350560807	0.3979275299082321	0.27786497659042797		144
